,screen_name,text,is_quote,is_retweet,retweet_text
2672,UN_CYPRUS,"The United Nations presents #𝘕𝘢𝘵𝘪𝘰𝘯𝘴𝘜𝘯𝘪𝘵𝘦𝘥.

This first-of-its-kind film explores the solutions &amp; action needed to tackle the biggest issues facing humanity, from #COVID19 &amp; the climate crisis to poverty &amp; inequality.

Essential viewing! https://t.co/kxVjyXLr0J",FALSE,TRUE,"The United Nations presents #𝘕𝘢𝘵𝘪𝘰𝘯𝘴𝘜𝘯𝘪𝘵𝘦𝘥.

This first-of-its-kind film explores the solutions &amp; action needed to tackle the biggest issues facing humanity, from #COVID19 &amp; the climate crisis to poverty &amp; inequality.

Essential viewing! https://t.co/kxVjyXLr0J"
2673,UN_CYPRUS,"Despite COVID-19 challenges, on this #WorldCleanupDay, UNFICYP #peacekeepers and the Youth Champions rolled up their sleeves to combat the solid waste problem inside the #bufferzone. Join our efforts to keep a clean environment for all Cypriots. Read more: https://t.co/3UQXnh0lf9 https://t.co/RTSianyrlv",FALSE,FALSE,NA
2675,UN_CYPRUS,"The @UN Head of Mission in #Cyprus, Elizabeth Spehar, talks about the importance of caring for the environment on the island and the cleanup activity inside the #bufferzone with #UNFICYP Youth Champions for Environment and Peace on #WorldCleanupDay. @UNPeacekeeping @GlobalGoalsUN https://t.co/cxdbwswWdY",FALSE,FALSE,NA
2676,UN_CYPRUS,#UNFICYP Youth Champions for Environment and Peace join our #peacekeepers to mark #WorldCleanupDay today! Join our efforts to keep a clean environment for #Cyprus and all Cypriots! The initiative is implemented with the generous support of the @SteliosPhilFdn. https://t.co/PjazFJayVW,FALSE,FALSE,NA
2684,UN_CYPRUS,"""We need total commitment.""

Ahead of #UNGA, @antonioguterres discusses the urgent need for #ClimateAction &amp; efforts to address the #COVID19 pandemic &amp; other pressing global issues. https://t.co/Q7NPz8OLXP https://t.co/I2mWBVHlVo",FALSE,TRUE,"""We need total commitment.""

Ahead of #UNGA, @antonioguterres discusses the urgent need for #ClimateAction &amp; efforts to address the #COVID19 pandemic &amp; other pressing global issues. https://t.co/Q7NPz8OLXP https://t.co/I2mWBVHlVo"
2693,UN_CYPRUS,"We need to protect ourselves and each other from #COVID19, but we don't need to pollute the planet❗️ 🚮🌎🌍🌏 

Here are 5⃣things you should know about disposable masks and #plasticpollution 👉 https://t.co/raCfSMvztU 
#ClimateAction #BeatPlasticPollution https://t.co/RdILe3BgoA",FALSE,TRUE,"We need to protect ourselves and each other from #COVID19, but we don't need to pollute the planet❗️ 🚮🌎🌍🌏 

Here are 5⃣things you should know about disposable masks and #plasticpollution 👉 https://t.co/raCfSMvztU 
#ClimateAction #BeatPlasticPollution https://t.co/RdILe3BgoA"
2702,UN_CYPRUS,"The consequences of our failure to get to grips with the climate crisis are everywhere.

Record heatwaves. Devastating wildfires, floods, droughts. And these challenges will only get worse.

#ClimateAction is the only way to ensure a liveable planet for this &amp; future generations. https://t.co/6n9ImVprTn",FALSE,TRUE,"The consequences of our failure to get to grips with the climate crisis are everywhere.

Record heatwaves. Devastating wildfires, floods, droughts. And these challenges will only get worse.

#ClimateAction is the only way to ensure a liveable planet for this &amp; future generations. https://t.co/6n9ImVprTn"
2705,UN_CYPRUS,"Protecting our planet starts with you❗️ 🚮🌎🌍🌏 

Here are 5⃣things you should know about disposable masks and #plasticpollution 👉 https://t.co/raCfSMdYCm #COVID19 #ClimateAction #ForNature 
#BeatPlasticPollution https://t.co/nqlsiEM5dD",FALSE,TRUE,"Protecting our planet starts with you❗️ 🚮🌎🌍🌏 

Here are 5⃣things you should know about disposable masks and #plasticpollution 👉 https://t.co/raCfSMdYCm #COVID19 #ClimateAction #ForNature 
#BeatPlasticPollution https://t.co/nqlsiEM5dD"
2706,UN_CYPRUS,".@antonioguterres has praised young people for leading the fight against racism, climate change and gender inequality. UN News has spoken to prominent youth leaders to find out what kind of future, and UN, they want to see. https://t.co/4DdIeabro8",FALSE,TRUE,".@antonioguterres has praised young people for leading the fight against racism, climate change and gender inequality. UN News has spoken to prominent youth leaders to find out what kind of future, and UN, they want to see. https://t.co/4DdIeabro8"
2710,UN_CYPRUS,HAPPENING NOW: #UNFICYP Youth Champions come together for the first time in person to discuss initiatives on how to promote their actions for #peace and the #environment in #Cyprus. #A4P https://t.co/IWSKb4VXbf,FALSE,FALSE,NA
2712,UN_CYPRUS,"Calling all photographers: the annual @WMO photo competition is open for entries!

This year's theme is ""The Ocean, our climate and weather."" Winning entries will appear in the 2021 WMO calendar. Details: https://t.co/BZUCKEOhj8 https://t.co/NPfBE0k9Nb",FALSE,TRUE,"Calling all photographers: the annual @WMO photo competition is open for entries!

This year's theme is ""The Ocean, our climate and weather."" Winning entries will appear in the 2021 WMO calendar. Details: https://t.co/BZUCKEOhj8 https://t.co/NPfBE0k9Nb"
2715,UN_CYPRUS,"The past 5 years, were the warmest for our ocean -- a trend which is likely to continue. 

Climate change has not stopped for #COVID19. New @WMO's #UnitedinScience report shows  urgency for the world to take #ClimateAction &amp;  #SaveOurOcean.

https://t.co/nEtXNRszf1 @IocUnesco https://t.co/qtGqtDyuGx",FALSE,TRUE,"The past 5 years, were the warmest for our ocean -- a trend which is likely to continue. 

Climate change has not stopped for #COVID19. New @WMO's #UnitedinScience report shows  urgency for the world to take #ClimateAction &amp;  #SaveOurOcean.

https://t.co/nEtXNRszf1 @IocUnesco https://t.co/qtGqtDyuGx"
2719,UN_CYPRUS,"BREAKING: #UnitedInScience report is OUT!

➡Climate change hasn't stopped for #COVID19
➡Greenhouse gas concentrations in the atmosphere are at record levels
➡The 🌎 is set to see its warmest 5 years on record

We need to take urgent #ClimateAction to build a better future. https://t.co/tZBzjAuMri",FALSE,TRUE,"BREAKING: #UnitedInScience report is OUT!

➡Climate change hasn't stopped for #COVID19
➡Greenhouse gas concentrations in the atmosphere are at record levels
➡The 🌎 is set to see its warmest 5 years on record

We need to take urgent #ClimateAction to build a better future. https://t.co/tZBzjAuMri"
2726,UN_CYPRUS,"2020 marks the 5th anniversary of the #GlobalGoals! We can be the 1st generation to end extreme poverty, the decisive generation in the battle against climate change &amp; the most determined generation to fight injustice &amp; inequality. But there’s much work to do &amp; every year counts! https://t.co/wEKP6Mcafl",FALSE,TRUE,"2020 marks the 5th anniversary of the #GlobalGoals! We can be the 1st generation to end extreme poverty, the decisive generation in the battle against climate change &amp; the most determined generation to fight injustice &amp; inequality. But there’s much work to do &amp; every year counts! https://t.co/wEKP6Mcafl"
2738,UN_CYPRUS,"6 #ClimateAction decisions countries can make to recover better from #COVID19:

Invest in green jobs.

Don't bail out polluting industries.

End fossil-fuel subsidies.

Take climate risks into account in all financial &amp; policy decisions.

Work together.

Leave no one behind.",FALSE,TRUE,"6 #ClimateAction decisions countries can make to recover better from #COVID19:

Invest in green jobs.

Don't bail out polluting industries.

End fossil-fuel subsidies.

Take climate risks into account in all financial &amp; policy decisions.

Work together.

Leave no one behind."
2746,UN_CYPRUS,"The global shift towards #ClimateAction is gathering pace because leaders everywhere are realizing that clean energy delivers more jobs, cleaner air, better health &amp; stronger economic growth.

-- @antonioguterres https://t.co/T12AmfcFW9 https://t.co/IRmvfWQlUW",FALSE,TRUE,"The global shift towards #ClimateAction is gathering pace because leaders everywhere are realizing that clean energy delivers more jobs, cleaner air, better health &amp; stronger economic growth.

-- @antonioguterres https://t.co/T12AmfcFW9 https://t.co/IRmvfWQlUW"
2747,UN_CYPRUS,"“It makes no economic sense to burn money on coal plants that will soon become stranded assets”
  – UN Secretary-General @antonioguterres, urging all countries to commit to #CarbonNeutrality before 2050    

▶️ https://t.co/DyBDJmUaa2

#ClimateAction 
https://t.co/V08X859KiY",FALSE,TRUE,"“It makes no economic sense to burn money on coal plants that will soon become stranded assets”
  – UN Secretary-General @antonioguterres, urging all countries to commit to #CarbonNeutrality before 2050    

▶️ https://t.co/DyBDJmUaa2

#ClimateAction 
https://t.co/V08X859KiY"
2749,UN_CYPRUS,"2019 was the second hottest year on record.
2020 may rival those temperatures.

Now is the moment to reconsider the economic models that have failed so many &amp; contributed to the climate crisis.

https://t.co/WIR67193hk #ClimateAction",FALSE,TRUE,"2019 was the second hottest year on record.
2020 may rival those temperatures.

Now is the moment to reconsider the economic models that have failed so many &amp; contributed to the climate crisis.

https://t.co/WIR67193hk #ClimateAction"
2750,UN_CYPRUS,"""Now is the moment to reconsider the economic models that have failed so many &amp; contributed to the climate emergency."" - @antonioguterres addressed the Rebirthing the Global Economy roundtable, called for bold #ClimateAction.

Watch the event LIVE on https://t.co/s7SxyY6yLl https://t.co/kozlZXb99i",FALSE,TRUE,"""Now is the moment to reconsider the economic models that have failed so many &amp; contributed to the climate emergency."" - @antonioguterres addressed the Rebirthing the Global Economy roundtable, called for bold #ClimateAction.

Watch the event LIVE on https://t.co/s7SxyY6yLl https://t.co/kozlZXb99i"
2752,UN_CYPRUS,"""We are facing two critical crises, #COVID19 and climate change.
  
Let us tackle both and leave future generations with the hope that this moment is a true turning point for people and planet.""

-- @antonioguterres #ClimateAction
https://t.co/gAKeIkFL8j",FALSE,TRUE,"""We are facing two critical crises, #COVID19 and climate change.
  
Let us tackle both and leave future generations with the hope that this moment is a true turning point for people and planet.""

-- @antonioguterres #ClimateAction
https://t.co/gAKeIkFL8j"
2755,UN_CYPRUS,"The production, processing, preparation, distribution and consumption of food account for up to 37% of all greenhouse gas emissions.

We must make all of these more sustainable, resilient and inclusive to protect people and our planet. #ClimateAction

https://t.co/ubmE8WU8uH",FALSE,TRUE,"The production, processing, preparation, distribution and consumption of food account for up to 37% of all greenhouse gas emissions.

We must make all of these more sustainable, resilient and inclusive to protect people and our planet. #ClimateAction

https://t.co/ubmE8WU8uH"
2759,UN_CYPRUS,"September marks the 5th anniversary of the #GlobalGoals - the to-do list for a better and more sustainable future for all. 

From taking #ClimateAction  to speaking out against injustice, we all have a role to play in transforming our world. 👉 https://t.co/C7eA1DipkN https://t.co/eABVTbPXqj",FALSE,TRUE,"September marks the 5th anniversary of the #GlobalGoals - the to-do list for a better and more sustainable future for all. 

From taking #ClimateAction  to speaking out against injustice, we all have a role to play in transforming our world. 👉 https://t.co/C7eA1DipkN https://t.co/eABVTbPXqj"
2772,UN_CYPRUS,"Investments in renewable energy generate three times more jobs than investments in polluting fossil fuels.

Clean energy and closing the energy access gap are the ticket to growth and prosperity.

https://t.co/fJb8UhYMVg #ClimateAction",FALSE,TRUE,"Investments in renewable energy generate three times more jobs than investments in polluting fossil fuels.

Clean energy and closing the energy access gap are the ticket to growth and prosperity.

https://t.co/fJb8UhYMVg #ClimateAction"
2781,UN_CYPRUS,"A healthy ecosystem helps to protect us from diseases like #COVID19. We need long-term solutions for our planet. Join to call for #climateaction for the environment, for animals, and for us. https://t.co/Q3uV2JBRCy",FALSE,TRUE,"A healthy ecosystem helps to protect us from diseases like #COVID19. We need long-term solutions for our planet. Join to call for #climateaction for the environment, for animals, and for us. https://t.co/Q3uV2JBRCy"
2782,UN_CYPRUS,"Cities account for 80% percent of global GDP, 70% of the world’s greenhouse gas emissions, &amp; 90% of #COVID19 cases.
Our new report with @WorldBank offer 10 examples of financing for climate-smart cities: https://t.co/FlEIlMVy83
#BuildBackGreener https://t.co/jikvPEqu7L",FALSE,TRUE,"Cities account for 80% percent of global GDP, 70% of the world’s greenhouse gas emissions, &amp; 90% of #COVID19 cases.
Our new report with @WorldBank offer 10 examples of financing for climate-smart cities: https://t.co/FlEIlMVy83
#BuildBackGreener https://t.co/jikvPEqu7L"
2786,UN_CYPRUS,"We face an accelerating triple planetary crisis of climate change, nature loss &amp; pollution.

The crises are closely linked, driven in large part by unsustainable production &amp; consumption. 

We must reboot our way of life &amp; embed sustainability into the #COVID19 economic recovery. https://t.co/9xKzuhctvM",FALSE,TRUE,"We face an accelerating triple planetary crisis of climate change, nature loss &amp; pollution.

The crises are closely linked, driven in large part by unsustainable production &amp; consumption. 

We must reboot our way of life &amp; embed sustainability into the #COVID19 economic recovery. https://t.co/9xKzuhctvM"
